ID,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Price
45476074.0,585,TOYOTA,Prius,2002,Hatchback,No,Hybrid,1.8,303100,4,Automatic,Front,4-5,Left wheel,White,8.0,18503.0
45476495.0,585,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.8,383700,4,Automatic,Front,4-5,Left wheel,Brown,6.0,14426.0
45476710.0,988,TOYOTA,Prius,2016,Hatchback,No,Hybrid,1.5,472700,4,Automatic,Front,4-5,Left wheel,Silver,9.0,9095.0
45479729.0,642,KIA,SOUL,2015,Sedan,Yes,Petrol,2,495000,4,Tiptronic,Front,4-5,Left wheel,Black,6.0,13172.0
45480063.0,1031,NISSAN,Note,2013,Hatchback,No,Petrol,1.2,538400,3,Variator,Front,4-5,Right-hand drive,Black,2.0,10500.0
45480405.0,645,TOYOTA,Prius,2009,Sedan,No,Hybrid,1.8,387600,4,Automatic,Front,4-5,Left wheel,Grey,6.0,16621.0
45480658.0,810,VOLKSWAGEN,Jetta,2001,Sedan,Yes,Petrol,1.8 T,403300,4,Tiptronic,Front,4-5,Left wheel,Black,8.0,20698.0
45481023.0,1051,HYUNDAI,Sonata,2005,Sedan,No,Petrol,2.4,320900,4,Tiptronic,4x4,4-5,Left wheel,Silver,12.0,19444.0
45482027.0,586,LEXUS,CT 200h,2002,Hatchback,Yes,Hybrid,1.8,340600,4,Automatic,Front,4-5,Left wheel,Carnelian red,10.0,21326.0
45484571.0,1246,FORD,Escape,2011,Jeep,No,Hybrid,2.3,460800,4,Automatic,4x4,4-5,Left wheel,Green,8.0,11917.0
45484768.0,934,TOYOTA,Camry,2015,Sedan,No,Petrol,2.5,0,4,Tiptronic,Front,4-5,Left wheel,Black,8.0,14113.0
45486869.0,475,FIAT,500 s,2011,Hatchback,Yes,Petrol,1.4,472500,4,Manual,Front,2-3,Left wheel,Black,12.0,10506.0
45487175.0,528,FORD,Fiesta,2001,Sedan,No,Petrol,1.6 T,258416,4,Manual,Front,4-5,Left wheel,Black,6.0,25089.0
45487664.0,1266,TOYOTA,Aqua s,2011,Sedan,No,Hybrid,1.5,621100,4,Automatic,Front,4-5,Right-hand drive,Silver,5.0,11447.0
45488682.0,810,VOLKSWAGEN,Jetta,2001,Sedan,Yes,Petrol,1.8 T,248600,4,Tiptronic,Front,4-5,Left wheel,Grey,6.0,23207.0
45488866.0,900,KIA,Optima,2011,Sedan,No,Petrol,2.4,477900,4,Tiptronic,Front,4-5,Left wheel,Grey,10.0,15681.0
45489009.0,749,HYUNDAI,Sonata,2004,Sedan,Yes,Petrol,2.4,499500,4,Tiptronic,Front,4-5,Left wheel,Black,12.0,21012.0
45489035.0,934,TOYOTA,Camry,2005,Sedan,Yes,Petrol,2.5,355700,4,Tiptronic,Front,4-5,Left wheel,Black,12.0,26657.0
45489486.0,831,FORD,Transit,2018,Microbus,No,Diesel,2.4,601400,4,Manual,4x4,4-5,Left wheel,White,2.0,314.0
45489951.0,1268,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,499000,4,Automatic,Front,4-5,Right-hand drive,Silver,2.0,8781.0
45490304.0,1356,LEXUS,GX 460,2014,Jeep,Yes,Petrol,4.6,127250,8,Tiptronic,4x4,4-5,Left wheel,White,12.0,89379.0
45490565.0,1277,MITSUBISHI,Outlander,1986,Jeep,Yes,Petrol,2.4,0,4,Tiptronic,4x4,4-5,Left wheel,Black,12.0,44500.0
45490601.0,934,MAZDA,Mazda 6,1995,Sedan,Yes,Petrol,2.5,155400,4,Tiptronic,Front,4-5,Left wheel,White,12.0,31361.0
45490913.0,562,VOLKSWAGEN,Jetta,2008,Sedan,No,Petrol,1.4 T,418400,4,Automatic,Front,4-5,Left wheel,Blue,10.0,17876.0
45491433.0,696,MERCEDES-BENZ,E 220 CDI,1992,Sedan,Yes,Diesel,2.2 T,128700,4,Tiptronic,Rear,4-5,Left wheel,Black,12.0,37006.0
45491521.0,690,HONDA,FIT,2006,Hatchback,No,Petrol,1.5,296200,4,Variator,Front,4-5,Left wheel,Yellow,12.0,21953.0
45491659.0,843,TOYOTA,Prius,2009,Hatchback,No,Hybrid,1.5,513400,4,Variator,Front,4-5,Left wheel,Grey,16.0,13485.0
45492257.0,924,VOLKSWAGEN,Passat,1991,Sedan,Yes,Petrol,1.8 T,164700,4,Automatic,Front,4-5,Left wheel,Grey,12.0,34497.0
45495802.0,831,MITSUBISHI,Outlander,2007,Jeep,No,Petrol,2.4,267000,4,Tiptronic,Front,4-5,Left wheel,Silver,16.0,19444.0
45497296.0,707,FORD,Transit Connect,2013,Goods wagon,No,Petrol,2,383622,4,Automatic,Front,4-5,Left wheel,Grey,6.0,12231.0
45498878.0,639,HYUNDAI,Sonata Sport,2001,Sedan,Yes,Petrol,2.0 T,194700,4,Tiptronic,Front,4-5,Left wheel,Orange,12.0,25089.0
45499503.0,1032,NISSAN,Note,2010,Hatchback,Yes,Petrol,1.2,480700,4,Automatic,Front,4-5,Right-hand drive,Black,8.0,10663.0
45499874.0,308,TOYOTA,Prius,2004,Hatchback,Yes,Hybrid,1.8,368300,4,Variator,Front,4-5,Left wheel,Black,9.0,20385.0
45503993.0,900,HYUNDAI,Sonata,2002,Sedan,No,Petrol,2.4,152000,4,Automatic,Front,4-5,Left wheel,Blue,10.0,24148.0
45504236.0,502,TOYOTA,Prius C,2003,Hatchback,No,Hybrid,1.5,348200,4,Automatic,Front,4-5,Left wheel,Sky blue,8.0,17562.0
45504346.0,475,CHEVROLET,Cruze,2009,Sedan,No,Petrol,1.4,449700,4,Tiptronic,Front,4-5,Left wheel,White,8.0,14113.0
45504771.0,1266,HONDA,FIT,2010,Hatchback,Yes,Hybrid,1.5,438100,4,Automatic,Front,4-5,Right-hand drive,Black,4.0,13328.0
45505041.0,1267,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,1.5,477500,4,Automatic,Front,4-5,Right-hand drive,Blue,4.0,9722.0
45505352.0,1832,MERCEDES-BENZ,Vito,2016,Goods wagon,No,Diesel,2.2 T,553900,4,Manual,Rear,4-5,Left wheel,Silver,4.0,10036.0
45506452.0,585,HYUNDAI,Elantra,2009,Sedan,No,Petrol,1.8,497800,4,Tiptronic,Front,4-5,Left wheel,Grey,10.0,14000.0
45506750.0,761,TOYOTA,Prius,2006,Hatchback,No,Hybrid,1.8,397700,4,Automatic,Front,4-5,Left wheel,White,4.0,15367.0
45509222.0,639,BMW,328,2001,Sedan,Yes,Petrol,2.0 T,265743,4,Automatic,Rear,4-5,Left wheel,Silver,8.0,23207.0
45511009.0,696,MERCEDES-BENZ,Sprinter 316 CDI,1988,Microbus,No,Diesel,2.2 T,0,4,Manual,Rear,4-5,Left wheel,White,2.0,47042.0
45511745.0,585,HYUNDAI,Elantra,2005,Sedan,No,Petrol,1.8,425734,4,Tiptronic,Front,4-5,Left wheel,Silver,0.0,16778.0
45512290.0,1273,LAND ROVER,Discovery,1995,Jeep,Yes,Diesel,2.7 T,103500,6,Tiptronic,4x4,4-5,Left wheel,Black,12.0,36065.0
45513057.0,1327,NISSAN,Pathfinder,2006,Jeep,Yes,Petrol,4,342600,6,Tiptronic,4x4,4-5,Left wheel,Black,12.0,19500.0
45515029.0,781,TOYOTA,Camry SPORT,2000,Sedan,Yes,Petrol,2.5,212900,4,Tiptronic,Rear,4-5,Left wheel,Red,9.0,24462.0
45515088.0,642,HYUNDAI,Sonata,2005,Sedan,Yes,Petrol,2,439600,4,Tiptronic,Front,4-5,Left wheel,White,12.0,17249.0
45516140.0,777,TOYOTA,Camry,2007,Sedan,No,Petrol,2.5,85620,4,Tiptronic,Front,4-5,Left wheel,White,4.0,18189.0
45518056.0,585,TOYOTA,Prius plug-in,2010,Hatchback,No,Plug-in Hybrid,1.8,585400,4,Automatic,Front,4-5,Left wheel,White,8.0,13015.0
45518419.0,642,FORD,Focus,2008,Hatchback,No,Petrol,2,482500,4,Tiptronic,Front,4-5,Left wheel,Black,12.0,14113.0
45519468.0,779,TOYOTA,RAV 4,2002,Jeep,No,Petrol,2.5,372900,4,Tiptronic,4x4,4-5,Left wheel,White,10.0,20385.0
45520010.0,779,TOYOTA,Avalon,1986,Sedan,Yes,Hybrid,2.5,13700,4,Tiptronic,Front,4-5,Left wheel,Silver,12.0,42337.0
45520825.0,585,NISSAN,Sentra,2004,Sedan,No,Petrol,1.8,436500,4,Automatic,Front,4-5,Left wheel,Carnelian red,8.0,17876.0
45521158.0,843,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.5,444600,4,Automatic,Front,4-5,Left wheel,Grey,0.0,11604.0
45521264.0,640,AUDI,Allroad,1990,Universal,Yes,Petrol,2.0 T,103800,4,Tiptronic,4x4,>5,Left wheel,Black,8.0,38260.0
45521987.0,900,KIA,Optima,2000,Sedan,Yes,Petrol,2.4,356200,4,Tiptronic,Front,4-5,Left wheel,Black,6.0,22894.0
45522033.0,585,VOLKSWAGEN,Passat,2005,Sedan,Yes,Petrol,1.8 T,352800,4,Tiptronic,Front,4-5,Left wheel,Blue,12.0,18503.0
45522180.0,585,TOYOTA,Prius,2011,Hatchback,No,Hybrid,1.8,389600,4,Tiptronic,Front,4-5,Left wheel,Red,8.0,13172.0
45523435.0,1079,TOYOTA,CHR,2017,Jeep,Yes,Petrol,2,616900,4,Automatic,Front,4-5,Left wheel,Red,12.0,6272.0
45523452.0,1079,TOYOTA,CHR,2015,Jeep,Yes,Petrol,2,480400,4,Automatic,Front,4-5,Left wheel,White,12.0,10349.0
45523486.0,1077,TOYOTA,CHR,1999,Jeep,Yes,Petrol,2,104600,4,Automatic,Front,4-5,Left wheel,White,12.0,29793.0
45523494.0,1077,TOYOTA,CHR,2018,Jeep,Yes,Petrol,2,512500,4,Automatic,Front,4-5,Left wheel,White,12.0,6586.0
45523509.0,1077,TOYOTA,CHR,2005,Jeep,Yes,Petrol,2,382500,4,Automatic,Front,4-5,Left wheel,Silver,12.0,21012.0
45523517.0,1077,TOYOTA,CHR,2017,Coupe,Yes,Petrol,2,618500,4,Automatic,Front,4-5,Left wheel,White,12.0,6586.0
45523532.0,1077,TOYOTA,CHR,2022,Jeep,Yes,Petrol,2,676100,4,Automatic,Front,4-5,Left wheel,Blue,12.0,627.0
45523583.0,1077,TOYOTA,CHR,2022,Jeep,Yes,Petrol,2,672700,4,Automatic,Front,4-5,Left wheel,Black,12.0,282.0
45523670.0,1077,TOYOTA,Century,2022,Jeep,Yes,Petrol,2,722100,4,Automatic,Front,4-5,Left wheel,Silver,12.0,470.0
45523673.0,1079,TOYOTA,CHR,2017,Jeep,Yes,Petrol,2,604500,4,Automatic,Front,4-5,Left wheel,Red,12.0,6272.0
45523677.0,1077,TOYOTA,CHR,2022,Jeep,Yes,Petrol,2,752600,4,Automatic,Front,4-5,Left wheel,Grey,12.0,549.0
45523682.0,1079,TOYOTA,CHR,2009,Jeep,Yes,Petrol,2,619700,4,Automatic,Front,4-5,Left wheel,White,12.0,10349.0
45523705.0,1077,TOYOTA,CHR,2005,Jeep,Yes,Petrol,2,441500,4,Automatic,Front,4-5,Left wheel,Black,12.0,15681.0
45523726.0,1077,TOYOTA,CHR,2016,Jeep,Yes,Petrol,2,615900,4,Automatic,Front,4-5,Left wheel,White,12.0,6586.0
45523752.0,1077,TOYOTA,CHR,2016,Jeep,Yes,Petrol,2,589000,4,Automatic,Front,4-5,Left wheel,Red,12.0,5488.0
45523775.0,843,TOYOTA,Prius,2009,Hatchback,No,Hybrid,1.5,534800,4,Variator,Front,4-5,Left wheel,Blue,13.0,12544.0
45523800.0,1079,TOYOTA,CHR,2021,Jeep,Yes,Petrol,2,509300,4,Automatic,Front,4-5,Left wheel,Grey,12.0,2587.0
45523825.0,1079,TOYOTA,CHR,2022,Jeep,Yes,Petrol,2,775200,4,Automatic,Front,4-5,Left wheel,Silver,12.0,549.0
45523830.0,1077,TOYOTA,CHR,2021,Jeep,Yes,Petrol,2,663000,4,Automatic,Front,4-5,Left wheel,Black,12.0,282.0
45524446.0,843,TOYOTA,Prius,2011,Hatchback,No,Hybrid,1.5,528500,4,Automatic,Front,4-5,Left wheel,Grey,8.0,9408.0
45524734.0,1079,TOYOTA,CHR,2012,Jeep,Yes,Petrol,2,145308,4,Automatic,Front,4-5,Left wheel,White,12.0,10349.0
45524789.0,1077,TOYOTA,CHR,2009,Jeep,Yes,Petrol,2,407121,4,Automatic,Front,4-5,Left wheel,Black,12.0,15681.0
45524800.0,1077,TOYOTA,CHR,1996,Jeep,Yes,Petrol,2,246500,4,Automatic,Front,4-5,Left wheel,White,12.0,29793.0
45524811.0,1077,TOYOTA,CHR,2013,Jeep,Yes,Petrol,2,566517,4,Automatic,Front,4-5,Left wheel,White,12.0,6586.0
45524827.0,1079,TOYOTA,CHR,2020,Jeep,Yes,Petrol,2,586400,4,Automatic,Front,4-5,Left wheel,Grey,12.0,784.0
45524839.0,1077,TOYOTA,CHR,2004,Jeep,Yes,Petrol,2,239545,4,Automatic,Front,4-5,Left wheel,Silver,12.0,21012.0
45524856.0,1077,TOYOTA,CHR,2014,Coupe,Yes,Petrol,2,642600,4,Automatic,Front,4-5,Left wheel,White,12.0,6586.0
45524915.0,1077,TOYOTA,CHR,2021,Jeep,Yes,Petrol,2,758300,4,Automatic,Front,4-5,Left wheel,Blue,12.0,627.0
45524995.0,1079,TOYOTA,CHR,2022,Jeep,Yes,Petrol,2,620300,4,Automatic,Front,4-5,Left wheel,Silver,12.0,549.0
45525027.0,988,TOYOTA,Prius,2017,Hatchback,No,Hybrid,1.5,558800,4,Automatic,Front,4-5,Left wheel,Sky blue,8.0,9408.0
45525050.0,1172,LEXUS,RX 450,1984,Jeep,Yes,Hybrid,3.5,2300,6,Automatic,4x4,4-5,Left wheel,White,12.0,44846.0
45525156.0,1077,TOYOTA,CHR,2022,Jeep,Yes,Petrol,2,644500,4,Automatic,Front,4-5,Left wheel,Grey,12.0,549.0
45525165.0,1079,TOYOTA,CHR,2017,Jeep,Yes,Petrol,2,460900,4,Automatic,Front,4-5,Left wheel,White,12.0,10349.0
45525177.0,1079,TOYOTA,CHR,2021,Jeep,Yes,Petrol,2,553800,4,Automatic,Front,4-5,Left wheel,Grey,12.0,2195.0
45525222.0,1077,TOYOTA,CHR,2000,Jeep,Yes,Petrol,2,197300,4,Automatic,Front,4-5,Left wheel,White,12.0,29793.0
45525245.0,1079,TOYOTA,CHR,2018,Jeep,Yes,Petrol,2,847600,4,Automatic,Front,4-5,Left wheel,Grey,12.0,784.0
45525259.0,1077,TOYOTA,CHR,2003,Jeep,Yes,Petrol,2,237500,4,Automatic,Front,4-5,Left wheel,Silver,12.0,21012.0
45525276.0,1077,TOYOTA,CHR,2019,Coupe,Yes,Petrol,2,534843,4,Automatic,Front,4-5,Left wheel,White,12.0,6586.0
45525301.0,1077,TOYOTA,CHR,2018,Jeep,Yes,Petrol,2,580800,4,Automatic,Front,4-5,Left wheel,Red,12.0,5488.0
45525329.0,1077,TOYOTA,CHR,2022,Jeep,Yes,Petrol,2,721900,4,Automatic,Front,4-5,Left wheel,Blue,12.0,627.0
45525377.0,1079,TOYOTA,CHR,2022,Jeep,Yes,Petrol,2,587200,4,Automatic,Front,4-5,Left wheel,Grey,12.0,2587.0
45525398.0,1077,TOYOTA,CHR,2022,Jeep,Yes,Petrol,2,628400,4,Automatic,Front,4-5,Left wheel,Black,12.0,282.0
45525921.0,586,TOYOTA,Prius,2002,Sedan,Yes,Hybrid,1.8,467500,4,Variator,Front,4-5,Left wheel,Black,10.0,18503.0
45526904.0,1202,JEEP,Compass,1992,Jeep,No,Petrol,2.4,101400,4,Tiptronic,4x4,4-5,Left wheel,Sky blue,6.0,36065.0
45527999.0,1195,FORD,Transit,2008,Microbus,No,Diesel,2.2 T,459500,4,Manual,Front,4-5,Left wheel,Yellow,4.0,15524.0
45528010.0,1246,MERCURY,Mariner,2011,Jeep,Yes,Hybrid,2.3,431700,4,Variator,Front,4-5,Left wheel,White,10.0,13799.0
45528570.0,934,TOYOTA,Camry,1999,Sedan,Yes,Petrol,2.5,261500,4,Automatic,Front,4-5,Left wheel,Black,8.0,27284.0
45529185.0,1327,TOYOTA,Camry,1995,Sedan,Yes,Petrol,2.5,28500,4,Tiptronic,Front,4-5,Left wheel,Black,11.0,32929.0
45529722.0,934,TOYOTA,Camry,1996,Sedan,Yes,Petrol,2.5,77100,4,Tiptronic,Front,4-5,Left wheel,White,12.0,32302.0
45529910.0,308,TOYOTA,Prius,2002,Hatchback,No,Plug-in Hybrid,1.8,320500,4,Automatic,Front,4-5,Left wheel,White,12.0,21012.0
45530515.0,1588,NISSAN,Navara,1999,Pickup,No,Diesel,2.5 T,173600,4,Automatic,4x4,4-5,Left wheel,Silver,8.0,25716.0
45531003.0,490,HONDA,Insight,2009,Hatchback,Yes,Hybrid,1.3,361700,4,Variator,Front,4-5,Left wheel,Beige,6.0,14740.0
45531846.0,650,CHEVROLET,Cruze,2008,Sedan,No,Petrol,1.4 T,343900,4,Tiptronic,Front,4-5,Left wheel,Brown,10.0,19444.0
45532978.0,442,CHEVROLET,Malibu,2005,Sedan,Yes,Hybrid,1.8,335500,4,Tiptronic,Front,4-5,Left wheel,Black,0.0,18817.0
45533321.0,585,TOYOTA,Prius,2001,Hatchback,Yes,Hybrid,1.8,347400,4,Automatic,Front,4-5,Left wheel,White,8.0,20071.0
45534007.0,697,KIA,Forte,2011,Sedan,No,Petrol,1.8,549100,4,Manual,Front,4-5,Left wheel,White,6.0,13172.0
45534351.0,11714,MERCEDES-BENZ,E 500 AMG,2013,Sedan,Yes,Petrol,5,420300,12,Tiptronic,Rear,4-5,Right-hand drive,White,12.0,11917.0
45536322.0,650,CHEVROLET,Cruze LT,2010,Sedan,No,Petrol,1.4 T,414700,4,Tiptronic,Front,4-5,Left wheel,White,12.0,14113.0
45536422.0,779,TOYOTA,Avalon LIMITED,1991,Sedan,Yes,Hybrid,2.5,119500,4,Tiptronic,Front,4-5,Left wheel,Beige,12.0,36065.0
45536431.0,642,MITSUBISHI,Outlander,2000,Jeep,No,Petrol,2,356000,4,Variator,Front,4-5,Left wheel,Grey,12.0,20385.0
45536827.0,779,TOYOTA,Camry,1999,Sedan,No,Petrol,2.5,378400,4,Automatic,Front,4-5,Left wheel,Green,0.0,21326.0
45536889.0,650,CHEVROLET,Cruze LT,2009,Sedan,No,Petrol,1.4 T,413900,4,Tiptronic,Front,4-5,Left wheel,White,12.0,14113.0
45537223.0,271,TOYOTA,Prius C,2006,Hatchback,No,Hybrid,1.5,222597,4,Automatic,Front,>5,Left wheel,Silver,10.0,16621.0
45537468.0,836,DODGE,Caliber,2009,Hatchback,No,Petrol,2,478000,4,Tiptronic,Front,4-5,Left wheel,White,8.0,11604.0
45537626.0,474,FIAT,500 Lounge,2009,Coupe,Yes,Petrol,1.4,535562,4,Tiptronic,Front,2-3,Left wheel,Green,12.0,16308.0
45539065.0,308,TOYOTA,Prius C,2007,Sedan,No,Hybrid,1.5,148957,4,Automatic,Front,4-5,Left wheel,White,10.0,17562.0
45539071.0,988,TOYOTA,Prius,2007,Hatchback,No,Hybrid,1.5,0,4,Automatic,Front,4-5,Left wheel,Green,8.0,10349.0
45539139.0,1266,TOYOTA,Aqua,2011,Hatchback,No,Hybrid,1.5,482793,4,Variator,Front,4-5,Right-hand drive,White,4.0,10349.0
45539420.0,843,TOYOTA,Prius,2013,Sedan,No,Petrol,1.5,433700,4,Automatic,Front,4-5,Left wheel,Red,6.0,12544.0
45539436.0,697,HYUNDAI,Elantra,2007,Sedan,No,Petrol,1.8,287500,4,Tiptronic,Front,4-5,Left wheel,Red,4.0,16308.0
45539804.0,1399,MERCEDES-BENZ,E 350,1996,Sedan,Yes,Petrol,3.5,142200,6,Tiptronic,4x4,4-5,Left wheel,Black,12.0,30734.0
45540043.0,473,FIAT,500,2010,Hatchback,Yes,Petrol,1.4,406000,4,Tiptronic,Front,2-3,Left wheel,Green,8.0,16621.0
45541042.0,640,FORD,Fusion,2008,Sedan,No,Hybrid,2,437400,4,Automatic,Front,4-5,Left wheel,White,12.0,17249.0
45542930.0,810,TOYOTA,Corolla S,2002,Sedan,Yes,Petrol,1.8,410300,4,Automatic,Front,4-5,Left wheel,Black,8.0,21169.0
45543235.0,1051,MITSUBISHI,Outlander,1993,Jeep,Yes,Petrol,2.4,85015,4,Variator,Front,4-5,Left wheel,Silver,12.0,36065.0
45543241.0,585,LEXUS,CT 200h,2006,Hatchback,Yes,Hybrid,1.8,298400,4,Automatic,Front,4-5,Left wheel,White,8.0,23207.0
45543501.0,891,HYUNDAI,Elantra,2002,Sedan,No,Petrol,2,292400,4,Tiptronic,Front,4-5,Left wheel,Black,8.0,22580.0
45543581.0,830,HONDA,FIT LX,2004,Hatchback,No,Petrol,1.5,349300,4,Automatic,Front,4-5,Left wheel,White,8.0,18817.0
45543710.0,738,CHEVROLET,Cruze LT,2008,Hatchback,No,Petrol,1.4,452500,4,Automatic,Front,4-5,Left wheel,Black,8.0,14583.0
45544515.0,697,VOLKSWAGEN,Passat,2001,Sedan,Yes,Petrol,1.8 T,343200,4,Tiptronic,Front,4-5,Left wheel,White,10.0,21012.0
45545360.0,501,HONDA,FIT,2003,Sedan,Yes,Petrol,1.5,319200,4,Variator,Front,4-5,Left wheel,Blue,6.0,21953.0
45545409.0,831,KIA,Optima HYBRID,2012,Sedan,No,Hybrid,2.4,524700,4,Automatic,Rear,4-5,Left wheel,Silver,8.0,13485.0
45546246.0,1599,CITROEN,Berlingo,2013,Goods wagon,No,Diesel,1.9 T,572600,4,Manual,Front,4-5,Left wheel,Blue,2.0,7840.0
45546441.0,779,MAZDA,CX-5,2009,Jeep,No,Petrol,2.5,336100,4,Tiptronic,4x4,4-5,Left wheel,Silver,10.0,15053.0
45546478.0,780,VOLKSWAGEN,Jetta,1992,Sedan,Yes,Petrol,1.4 T,192900,4,Automatic,Front,4-5,Left wheel,Grey,16.0,39201.0
45547620.0,394,TOYOTA,Camry,1999,Sedan,No,Hybrid,2.5,218400,4,Automatic,Front,4-5,Left wheel,Grey,12.0,31988.0
45547904.0,531,NISSAN,Juke,2004,Jeep,Yes,Petrol,1.6 T,321400,4,Tiptronic,4x4,4-5,Left wheel,Grey,12.0,19130.0
45548542.0,562,CHEVROLET,Cruze,2010,Sedan,No,Petrol,1.4,223000,4,Tiptronic,Front,4-5,Left wheel,White,8.0,17562.0
45548623.0,1211,BMW,328,2004,Cabriolet,Yes,Petrol,3,490600,6,Tiptronic,Rear,2-3,Left wheel,Blue,6.0,21326.0
45548755.0,333,SUBARU,XV,1997,Jeep,Yes,Hybrid,2,176100,4,Tiptronic,4x4,4-5,Left wheel,Green,12.0,31047.0
45549461.0,781,VOLKSWAGEN,Passat se,2003,Sedan,Yes,Petrol,2.5,372200,5,Tiptronic,Front,4-5,Left wheel,Grey,6.0,20385.0
45549645.0,893,MAZDA,Mazda 3,2011,Hatchback,No,Diesel,1.6 T,521700,4,Manual,Front,4-5,Left wheel,Blue,6.0,8467.0
45550283.0,1172,NISSAN,Quest,2000,Minivan,No,Petrol,3.5,334500,6,Automatic,Front,4-5,Left wheel,Grey,12.0,23207.0
45550302.0,394,TOYOTA,Avalon,1988,Sedan,Yes,Hybrid,2.5,0,4,Automatic,Front,4-5,Left wheel,Grey,12.0,43905.0
45550699.0,475,FIAT,500,2012,Sedan,Yes,Petrol,1.4,377000,4,Tiptronic,Front,2-3,Left wheel,Black,6.0,14113.0
45550733.0,988,TOYOTA,Prius,2014,Hatchback,No,Petrol,1.5,489400,4,Automatic,Front,4-5,Left wheel,Silver,6.0,10663.0
45551019.0,1211,MERCEDES-BENZ,300,2008,Sedan,Yes,Petrol,3,505500,6,Automatic,Rear,4-5,Left wheel,Black,8.0,15681.0
45551473.0,1236,HONDA,FIT,2018,Hatchback,No,Petrol,1.3,562100,4,Variator,Front,4-5,Right-hand drive,Black,2.0,6586.0
45552082.0,1327,TOYOTA,Camry SE,1985,Sedan,Yes,Petrol,2.5,27700,4,Automatic,Front,4-5,Left wheel,Black,8.0,42808.0
45552110.0,1268,HONDA,FIT,2013,Sedan,No,Hybrid,1.5,589100,4,Tiptronic,Front,4-5,Right-hand drive,White,2.0,11133.0
45552188.0,1024,FORD,Escape,2005,Jeep,No,Hybrid,2.5,446600,4,Automatic,4x4,4-5,Left wheel,White,6.0,18189.0
45552232.0,738,CHEVROLET,Cruze LT,2006,Sedan,No,Petrol,1.4,520300,4,Automatic,Front,4-5,Left wheel,Grey,8.0,15524.0
45552792.0,1267,TOYOTA,Aqua,2013,Sedan,No,Hybrid,1.5,526500,4,Variator,Front,4-5,Right-hand drive,Silver,2.0,10349.0
45555548.0,1053,ACURA,RDX,1991,Jeep,Yes,Petrol,3.5,0,6,Automatic,4x4,4-5,Left wheel,Grey,10.0,39201.0
45555779.0,1211,BMW,X6,1990,Jeep,Yes,Petrol,3.0 T,0,6,Tiptronic,4x4,4-5,Left wheel,Black,16.0,42337.0
45556418.0,1055,LEXUS,RX 350,2013,Jeep,Yes,Petrol,3.5,64248,6,Tiptronic,4x4,4-5,Left wheel,Grey,10.0,49550.0
45557083.0,1091,TOYOTA,Camry,1997,Sedan,Yes,Petrol,2.5,318800,4,Automatic,Front,4-5,Left wheel,Black,12.0,26657.0
45557162.0,1236,TOYOTA,Vitz,2019,Hatchback,No,Petrol,1.3,595400,4,Automatic,4x4,4-5,Right-hand drive,Silver,4.0,5900.0
45559708.0,742,OPEL,Astra,2014,Goods wagon,No,Diesel,1.3 T,505500,4,Manual,Front,4-5,Left wheel,Black,12.0,11917.0
45563301.0,473,CHEVROLET,Cruze,2014,Sedan,No,Petrol,1.4,509800,4,Automatic,Front,4-5,Left wheel,White,8.0,9095.0
45565114.0,1141,MITSUBISHI,Outlander,2006,Jeep,No,Petrol,2.4,502206,4,Variator,4x4,4-5,Left wheel,Silver,8.0,15681.0
45565399.0,891,HYUNDAI,Tucson,1996,Jeep,No,Petrol,2,13900,4,Tiptronic,Front,4-5,Left wheel,Black,10.0,35752.0
45565563.0,781,TOYOTA,Camry,2000,Sedan,Yes,Petrol,2.5,273500,4,Automatic,Front,4-5,Left wheel,Grey,8.0,22894.0
45566334.0,530,NISSAN,Juke,2019,Jeep,Yes,Petrol,1.6,584400,4,Automatic,4x4,4-5,Left wheel,White,0.0,2430.0
45567237.0,528,NISSAN,Juke,2022,Jeep,Yes,Petrol,1.6,750700,4,Automatic,Front,4-5,Left wheel,White,0.0,784.0
45567258.0,530,NISSAN,Juke,2019,Jeep,Yes,Petrol,1.6,581800,4,Automatic,Front,4-5,Left wheel,Black,0.0,7056.0
45567262.0,530,NISSAN,Juke,2009,Jeep,Yes,Petrol,1.6,486700,4,Automatic,4x4,4-5,Left wheel,Red,0.0,14113.0
45568273.0,501,HONDA,FIT,2012,Hatchback,No,Petrol,1.5,467400,4,Manual,Front,4-5,Left wheel,Grey,4.0,11447.0
45568760.0,874,VOLKSWAGEN,UP,2018,Hatchback,No,Petrol,1,562900,4,Tiptronic,Front,2-3,Right-hand drive,Red,8.0,6899.0
45569053.0,475,CHEVROLET,Volt,2004,Sedan,No,Plug-in Hybrid,1.4,219749,4,Automatic,Front,4-5,Left wheel,Grey,4.0,16621.0
45569356.0,697,HYUNDAI,Elantra,2006,Sedan,No,Petrol,1.8,444100,4,Tiptronic,Front,4-5,Left wheel,Black,12.0,18817.0
45569390.0,779,TOYOTA,Camry,2006,Sedan,Yes,Petrol,2.5,451603,4,Tiptronic,Front,4-5,Left wheel,Blue,10.0,20385.0
45572015.0,1266,HONDA,FIT,2013,Sedan,No,Hybrid,1.5,440600,4,Automatic,Front,4-5,Right-hand drive,Silver,2.0,10663.0
