ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,RejectionReason
45808440.0,2509.0,751,HYUNDAI,Sonata,2020,Sedan,Yes,,2.4,500225 km,4,Automatic,Front,4-May,Left wheel,Grey,12.0,Invalid or Empty value in 'Fuel type'
45812778.0,16308.0,1327,TOYOTA,Camry,2008,Sedan,Yes,Petrol,,505300 km,4,Automatic,Front,4-May,Left wheel,Silver,12.0,Invalid or Empty value in 'Engine volume'
45748912.0,27284.0,,HONDA,FIT,2000,Hatchback,No,Petrol,1.5,269000 km,4,Automatic,Front,4-May,Left wheel,Yellow,6.0,Invalid or Empty value in 'Levy'
45804670.0,30282.0,770,HYUNDAI,Tucson,1994,Jeep,Yes,Diesel,,250000 km,4,Automatic,Front,4-May,Left wheel,,4.0,Invalid or Empty value in 'Engine volume'
45802347.0,16308.0,777,TOYOTA,Camry,2007,Sedan,No,Petrol,,199391 km,4,Tiptronic,Front,4-May,Left wheel,Black,10.0,Invalid or Empty value in 'Engine volume'
45742505.0,4200.0,-,MERCEDES-BENZ,A 160,2002,Hatchback,Yes,Petrol,1.6,0 km,4,Automatic,Front,4-May,,White,6.0,Invalid or Empty value in 'Wheel'
45694629.0,11917.0,530,FORD,Fusion,2010,Sedan,Yes,Petrol,1.6,125903 km,4,Tiptronic,Front,4-May,Left wheel,Blue,,Invalid or Empty value in 'Airbags'
44938707.0,7000.0,-,MERCEDES-BENZ,E 280,2016,Sedan,Yes,Petrol,2.8,653000 km,6,Manual,Rear,4-May,,Black,1.0,Invalid or Empty value in 'Wheel'
45809293.0,25744.0,642,,Captiva,2000,Jeep,Yes,Diesel,2,186100 km,4,Automatic,Front,4-May,Left wheel,Black,4.0,Invalid or Empty value in 'Manufacturer'
45804389.0,15423.0,836,HYUNDAI,Tucson,2011,,Yes,Diesel,2,295600 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0,Invalid or Empty value in 'Category'
45782169.0,8781.0,-,MERCEDES-BENZ,C 180,2018,Coupe,No,,2,469200 km,4,Manual,Rear,2-Mar,Left wheel,Blue,0.0,Invalid or Empty value in 'Fuel type'
,45473.0,1325,TOYOTA,Camry,2019,Sedan,Yes,Petrol,2.5,17300 km,4,Tiptronic,Front,4-May,Left wheel,Black,12.0,Invalid ID format (not an integer)
45802301.0,16621.0,584,,Juke,2008,Sedan,No,Petrol,1.8,268400 km,4,Automatic,Front,4-May,Left wheel,Blue,12.0,Invalid or Empty value in 'Manufacturer'
45773578.0,23521.0,584,MERCEDES-BENZ,C 250,2000,Sedan,Yes,Petrol,1.8,193300 km,4,Automatic,,4-May,Left wheel,Grey,0.0,Invalid or Empty value in 'Drive wheels'
45788589.0,31361.0,-,FORD,Mustang,1998,Coupe,Yes,Petrol,3.7,176500 km,6,Tiptronic,Rear,2-Mar,Left wheel,Silver,6.0,Duplicate ID
45808791.0,6899.0,-,AUDI,A4,2015,Sedan,Yes,Petrol,1.8 Turbo,619300 km,4,Tiptronic,4x4,4-May,Left wheel,Black,,Invalid or Empty value in 'Airbags'
,17876.0,333,FORD,C-MAX,2014,Sedan,Yes,Plug-in Hybrid,2,163000 km,4,Tiptronic,Front,4-May,Left wheel,Black,12.0,Invalid ID format (not an integer)
45813502.0,941.0,1885,BMW,X5,2022,Jeep,Yes,Petrol,4.8,579200 km,8,Automatic,4x4,4-May,Left wheel,Grey,,Invalid or Empty value in 'Airbags'
44857484.0,26657.0,-,FORD,Mustang,1999,,No,Petrol,3.7,248300 km,6,Automatic,Rear,2-Mar,Left wheel,Black,12.0,Invalid or Empty value in 'Category'
45815365.0,7213.0,-,MAZDA,Demio evropuli,2019,Hatchback,No,CNG,1.4,621300 km,4,Manual,Front,4-May,Left wheel,Blue,4.0,Duplicate ID
45642778.0,392.0,781,TOYOTA,Camry,2021,Sedan,Yes,Hybrid,2.5,733928 km,4,,Front,4-May,Left wheel,Grey,12.0,Invalid or Empty value in 'Gear box type'
45809994.0,31211.0,501,TOYOTA,Aqua,1998,Hatchback,Yes,Petrol,1.5,256100 km,4,Automatic,Front,4-May,,Black,4.0,Invalid or Empty value in 'Wheel'
,18616.0,364,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,1,164745 km,,Automatic,Front,4-May,Left wheel,Grey,4.0,Invalid ID format (not an integer)
45759404.0,23521.0,-,TOYOTA,Prius,2006,Sedan,Yes,Petrol,1.8,365200 km,4,Automatic,Front,4-May,Left wheel,White,8.0,Duplicate ID
45815365.0,7213.0,-,MAZDA,Demio evropuli,2019,Hatchback,No,CNG,1.4,621300 km,4,Manual,Front,4-May,Left wheel,Blue,4.0,Duplicate ID
45815293.0,784.0,779,TOYOTA,Camry,2021,,Yes,Petrol,2.5,809000 km,4,Automatic,Front,4-May,Left wheel,Silver,12.0,Invalid or Empty value in 'Category'
45775579.0,49174.0,-,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,199450 km,4,Variator,,4-May,Right-hand drive,White,4.0,Invalid or Empty value in 'Drive wheels'
45801367.0,13172.0,-,TOYOTA,Prius,2006,Hatchback,No,Hybrid,,431200 km,4,Variator,Front,4-May,Right-hand drive,Silver,6.0,Invalid or Empty value in 'Engine volume'
45787540.0,6272.0,-,MERCEDES-BENZ,,2014,Sedan,No,CNG,2.8,508200 km,6,Automatic,Rear,4-May,Left wheel,Blue,4.0,Invalid or Empty value in 'Model'
45769758.0,9408.0,,FORD,Transit Connect,2011,Goods wagon,No,Diesel,1.8,542632 km,4,Manual,Front,4-May,Left wheel,White,4.0,Invalid or Empty value in 'Levy'
45524376.0,40769.0,1058,LEXUS,RX 350,1990,Jeep,Yes,Petrol,3.5,0 km,6,Tiptronic,4x4,4-May,Left wheel,Silver,,Invalid or Empty value in 'Airbags'
45815375.0,11917.0,,LEXUS,RX 300,2017,Jeep,Yes,Petrol,3.0 Turbo,595572 km,6,Automatic,4x4,4-May,Left wheel,Silver,8.0,Duplicate ID
45803936.0,17634.0,836,,Tucson,2007,Jeep,Yes,Diesel,2,358700 km,4,Automatic,Front,4-May,Left wheel,Blue,4.0,Invalid or Empty value in 'Manufacturer'
45762594.0,94.0,441,HYUNDAI,Sonata,2021,Sedan,Yes,,2.4,643900 km,4,Automatic,Front,4-May,Left wheel,Black,0.0,Invalid or Empty value in 'Fuel type'
45730884.0,43576.0,831,SSANGYONG,Actyon,1988,Jeep,,Petrol,1.6,68900 km,4,Automatic,Front,4-May,Left wheel,White,4.0,Invalid or Empty value in 'Leather interior'
45789860.0,7840.0,-,,Pajero,2016,Jeep,Yes,CNG,3,490700 km,6,Automatic,4x4,4-May,Left wheel,Silver,0.0,Invalid or Empty value in 'Manufacturer'
45788888.0,6000.0,-,JEEP,Grand Cherokee,2016,Jeep,No,,4,586500 km,6,Automatic,4x4,4-May,Left wheel,Green,5.0,Invalid or Empty value in 'Fuel type'
45802046.0,21953.0,-,HYUNDAI,Elantra,2001,Sedan,Yes,Petrol,1.8,323300 km,16,Automatic,,4-May,Left wheel,Silver,16.0,Invalid or Empty value in 'Drive wheels'
45730217.0,40092.0,831,SSANGYONG,Actyon,1989,Jeep,Yes,Diesel,1.6,75100 km,4,Automatic,Front,,Left wheel,White,4.0,Invalid or Empty value in 'Doors'
45816623.0,1700.0,-,VAZ,2106,1988,Sedan,No,Petrol,1.6,0 km,2,Manual,Front,4-May,Left wheel,,2.0,Invalid or Empty value in 'Color'
45796769.0,8154.0,1095,SUZUKI,SX4,2013,,No,Petrol,2,544500 km,4,Automatic,4x4,4-May,Left wheel,Black,6.0,Invalid or Empty value in 'Category'
45761535.0,,-,MERCEDES-BENZ,C 240,2001,Sedan,Yes,Petrol,2.4,400000 km,6,Tiptronic,Rear,4-May,Left wheel,Carnelian red,6.0,Invalid or Empty value in 'Price'
,64290.0,1327,TOYOTA,Camry,2018,Sedan,Yes,Petrol,2.5,12000 km,4,Tiptronic,Front,4-May,Left wheel,Black,12.0,Invalid ID format (not an integer)
,10349.0,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,86280 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0,Invalid ID format (not an integer)
45730441.0,32311.0,836,SSANGYONG,REXTON,1996,Jeep,Yes,Diesel,2.7,137800 km,4,Automatic,Front,4-May,Left wheel,Black,,Invalid or Empty value in 'Airbags'
44352281.0,21953.0,-,MITSUBISHI,L 200,2001,Pickup,No,Diesel,2.5,356100 km,,Manual,4x4,4-May,Left wheel,Silver,0.0,Invalid or Empty value in 'Cylinders'
45815739.0,5645.0,-,VOLKSWAGEN,Jetta,1997,Sedan,No,Petrol,2,0 km,2,Manual,Front,,Left wheel,Black,2.0,Invalid or Empty value in 'Doors'
45730593.0,20297.0,583,HYUNDAI,,2008,Sedan,Yes,Petrol,1.6,411683 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0,Invalid or Empty value in 'Model'
45759087.0,16308.0,1811,,GX 470,2006,Jeep,Yes,Petrol,4.6,161100 km,8,Automatic,4x4,4-May,Left wheel,Grey,0.0,Invalid or Empty value in 'Manufacturer'
45802557.0,12388.0,836,HYUNDAI,Santa FE,2010,,Yes,Diesel,2,204461,4,Automatic,Front,4-May,Left wheel,Black,4.0,Invalid or Empty value in 'Category'
45767102.0,14740.0,-,BMW,528,2009,Sedan,Yes,Petrol,3,494900 km,6,Tiptronic,Rear,4-May,Left wheel,Black,,Invalid or Empty value in 'Airbags'
,13172.0,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,478704 km,4,Automatic,Front,4-May,Left wheel,Orange,4.0,Invalid ID format (not an integer)
45795702.0,10036.0,-,TOYOTA,Vitz,2013,Hatchback,No,Petrol,1.3,518700 km,,Variator,Front,4-May,Left wheel,Sky blue,2.0,Invalid or Empty value in 'Cylinders'
,348.0,-,NISSAN,Serena Serea,2005,Minivan,No,Petrol,2,46702 km,4,Variator,Front,4-May,Right-hand drive,Sky blue,6.0,Invalid ID format (not an integer)
45760402.0,7527.0,-,HONDA,FIT,2016,Hatchback,,Petrol,1.3,595500 km,4,Automatic,Front,4-May,Right-hand drive,Silver,4.0,Invalid or Empty value in 'Leather interior'
45815061.0,784.0,781,TOYOTA,,2018,Sedan,Yes,Petrol,2.5,820400 km,4,Automatic,Front,,Left wheel,Silver,12.0,Invalid or Empty value in 'Model'
45261332.0,84675.0,-,TOYOTA,,2009,Jeep,Yes,Diesel,4.5 Turbo,200000 km,8,Automatic,4x4,4-May,Left wheel,Black,0.0,Invalid or Empty value in 'Model'
44529320.0,,-,MITSUBISHI,Pajero,1996,Jeep,No,CNG,3.5,186000 km,6,Automatic,4x4,2-Mar,Right-hand drive,Blue,4.0,Invalid or Empty value in 'Price'
45776838.0,6272.0,-,VAZ,2121 (Niva),2019,Jeep,No,Petrol,1.6,609500 km,4,Manual,4x4,2-Mar,Left wheel,White,0.0,Illegal characters in 'Model'
45801684.0,19121.0,531,HYUNDAI,Elantra,2005,Sedan,Yes,Petrol,1.6,388400 km,,Automatic,Front,4-May,Left wheel,Black,4.0,Invalid or Empty value in 'Cylinders'
45773628.0,28225.0,779,TOYOTA,RAV 4,1997,Jeep,Yes,Petrol,2.5,224800 km,6,Automatic,4x4,4-May,,Black,0.0,Invalid or Empty value in 'Wheel'
45649726.0,314.0,1399,LEXUS,RX 450,2022,Jeep,Yes,Hybrid,,715100 km,6,Automatic,4x4,4-May,Left wheel,Silver,12.0,Invalid or Empty value in 'Engine volume'
45815216.0,7200.0,-,NISSAN,Gloria,2018,Sedan,No,Petrol,2.5,493800 km,6,Automatic,Rear,4-May,Right-hand drive,Silver,2.0,Duplicate ID
45792352.0,7370.0,707,KIA,Optima,2017,Sedan,Yes,Petrol,2,567500 km,4,Automatic,Front,4-May,Left wheel,White,,Invalid or Empty value in 'Airbags'
45771330.0,2509.0,761,TOYOTA,Prius,2017,Jeep,Yes,Hybrid,,623100 km,4,Automatic,Front,4-May,Left wheel,Blue,12.0,Invalid or Empty value in 'Engine volume'
45527999.0,15524.0,1195,FORD,Transit,2008,Microbus,No,Diesel,2.2 Turbo,459500 km,4,Manual,Front,4-May,Left wheel,Yellow,4.0,Duplicate ID
45109409.0,19757.0,583,NISSAN,Juke,2004,Jeep,No,Petrol,,386155 km,4,Tiptronic,4x4,4-May,Left wheel,Grey,8.0,Invalid or Empty value in 'Engine volume'
45771205.0,1882.0,1327,SUBARU,Outback,2018,Sedan,Yes,,2.5,0 km,4,Automatic,4x4,4-May,Left wheel,Silver,12.0,Invalid or Empty value in 'Fuel type'
45653611.0,,1172,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Diesel,3.5,220323 km,6,Automatic,4x4,4-May,Left wheel,Black,12.0,Invalid or Empty value in 'Price'
45806545.0,5645.0,1436,BUICK,Century,2017,Sedan,Yes,Petrol,3.6,564700 km,6,Automatic,Front,4-May,Left wheel,Black,,Invalid or Empty value in 'Airbags'
44698379.0,18660.0,-,HYUNDAI,Sonata,2009,Sedan,Yes,Petrol,2.4,369300 km,4,Tiptronic,Front,4-May,Left wheel,Black,6.0,Duplicate ID
45760592.0,3607.0,862,FORD,Escape,2019,Jeep,Yes,Hybrid,,708100 km,4,Automatic,4x4,4-May,Left wheel,White,0.0,Invalid or Empty value in 'Engine volume'
45720276.0,15681.0,1055,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Petrol,3.5 Turbo,412400 km,6,Automatic,4x4,4-May,Left wheel,Black,0.0,Duplicate ID
,3450.0,1624,MERCEDES-BENZ,E 350,2009,Sedan,Yes,Diesel,3.5,109139 km,6,Automatic,Rear,4-May,Left wheel,Black,12.0,Invalid ID format (not an integer)
45793915.0,28852.0,-,HYUNDAI,Tucson,1998,Jeep,Yes,Petrol,2.4,251500 km,,Tiptronic,4x4,4-May,Left wheel,Black,8.0,Invalid or Empty value in 'Cylinders'
45804821.0,34240.0,639,HYUNDAI,Tucson,1994,Jeep,Yes,Diesel,2,114400 km,4,Automatic,Front,4-May,Left wheel,White,,Invalid or Empty value in 'Airbags'
45698031.0,4077.0,-,NISSAN,Micra,2018,Coupe,No,Petrol,,653000 km,4,Manual,Front,2-Mar,Left wheel,Silver,2.0,Invalid or Empty value in 'Engine volume'
45733581.0,64171.0,1079,,Sonata,2018,Sedan,Yes,Petrol,2,21122 km,4,Automatic,Front,4-May,Left wheel,White,4.0,Invalid or Empty value in 'Manufacturer'
45802801.0,20764.0,836,HYUNDAI,Santa FE,2003,Jeep,Yes,,2,327300 km,4,Automatic,Front,4-May,Left wheel,Black,4.0,Invalid or Empty value in 'Fuel type'
45633614.0,862.0,333,FORD,,2022,Sedan,Yes,Hybrid,2,610265 km,4,Automatic,Front,4-May,Left wheel,Black,0.0,Invalid or Empty value in 'Model'
45774187.0,314.0,2410,MERCEDES-BENZ,E 350,2022,Sedan,Yes,Petrol,6.2,602900 km,8,Automatic,Rear,4-May,Left wheel,White,,Invalid or Empty value in 'Airbags'
43963322.0,20385.0,-,TOYOTA,Prius,2012,Hatchback,No,,1.8,332898 km,4,Automatic,Front,4-May,Left wheel,White,12.0,Invalid or Empty value in 'Fuel type'
45771493.0,12544.0,639,FORD,Focus,2011,Hatchback,No,Petrol,2,440900 km,4,,,4-May,Left wheel,White,0.0,Invalid or Empty value in 'Gear box type'
45617861.0,8938.0,,MERCEDES-BENZ,E 350,2015,Sedan,Yes,Diesel,3.5,687724 km,6,Automatic,4x4,4-May,Left wheel,Grey,12.0,Invalid or Empty value in 'Levy'
,,1850,LEXUS,RX 400,2008,Jeep,Yes,Hybrid,3.5,244731 km,6,Automatic,Front,4-May,Left wheel,Black,12.0,Invalid ID format (not an integer)
45158822.0,25716.0,1018,BMW,535 535,1996,Sedan,Yes,Petrol,,236700,6,Tiptronic,Rear,4-May,Left wheel,Grey,12.0,Invalid or Empty value in 'Engine volume'
45809224.0,15530.0,503,TOYOTA,Aqua,2008,Hatchback,Yes,Hybrid,1.5,423100 km,,Automatic,Front,4-May,Left wheel,Black,4.0,Invalid or Empty value in 'Cylinders'
45660991.0,3920.0,1104,BMW,X5,2017,Jeep,Yes,Diesel,3,442800 km,6,Automatic,,4-May,Left wheel,Black,0.0,Invalid or Empty value in 'Drive wheels'
45625135.0,392.0,781,TOYOTA,,2022,Sedan,Yes,Hybrid,2.5,697900 km,4,Automatic,Front,4-May,Left wheel,Grey,12.0,Invalid or Empty value in 'Model'
45815365.0,7213.0,-,MAZDA,Demio evropuli,2019,Hatchback,No,CNG,1.4,621300 km,4,Manual,Front,4-May,Left wheel,Blue,4.0,Duplicate ID
43927968.0,25000.0,1816,MAZDA,CX-5,2002,Jeep,Yes,Diesel,2.2,257900 km,4,Tiptronic,4x4,4-May,Right-hand drive,,8.0,Invalid or Empty value in 'Color'
45797477.0,46919.0,1327,HYUNDAI,H1,1988,Universal,Yes,Diesel,,0 km,4,Automatic,Front,4-May,Left wheel,Grey,4.0,Invalid or Empty value in 'Engine volume'
45815060.0,549.0,585,TOYOTA,Corolla,2022,Sedan,Yes,Petrol,1.8,704500 km,,Automatic,Front,4-May,Left wheel,White,12.0,Invalid or Empty value in 'Cylinders'
45814469.0,11604.0,642,FORD,C-MAX SE,2013,Hatchback,Yes,Hybrid,2,486700 km,4,Automatic,Front,4-May,Left wheel,Silver,,Invalid or Empty value in 'Airbags'
45304276.0,18817.0,308,TOYOTA,Prius,2007,Hatchback,No,Hybrid,1.8,387200 km,4,,Front,4-May,Left wheel,Blue,12.0,Invalid or Empty value in 'Gear box type'
45579304.0,8467.0,1236,HONDA,FIT,2014,Hatchback,No,Hybrid,1.3,529500 km,4,Variator,,4-May,Right-hand drive,White,4.0,Invalid or Empty value in 'Drive wheels'
45815191.0,3293.0,761,TOYOTA,Corolla,2018,Sedan,Yes,,1.8,664300 km,4,Automatic,Front,4-May,Left wheel,Red,12.0,Invalid or Empty value in 'Fuel type'
45788147.0,10976.0,-,,325,2014,Coupe,Yes,Petrol,2.5,499700 km,6,Manual,Rear,2-Mar,Left wheel,Black,8.0,Invalid or Empty value in 'Manufacturer'
45792364.0,16308.0,638,KIA,Optima,2014,Sedan,Yes,Petrol,2,,4,Automatic,,4-May,Left wheel,Silver,4.0,Invalid or Empty value in 'Mileage'
45775361.0,13485.0,-,BMW,330,2013,Sedan,Yes,Petrol,3,364200 km,6,Automatic,,4-May,Left wheel,Grey,8.0,Invalid or Empty value in 'Drive wheels'
45657074.0,36379.0,-,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Petrol,3.5 Turbo,,6,Tiptronic,Rear,4-May,Left wheel,Black,12.0,Invalid or Empty value in 'Mileage'
45730156.0,25591.0,528,HYUNDAI,Elantra,1997,,Yes,Petrol,1.6,295700 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0,Invalid or Empty value in 'Category'
45096154.0,71817.0,,LEXUS,GX 460,2013,Jeep,Yes,Petrol,4.6,179000 km,8,Automatic,4x4,4-May,Left wheel,Black,10.0,Invalid or Empty value in 'Levy'
45384215.0,34497.0,-,TOYOTA,RAV 4,2014,Jeep,No,Petrol,2.5,,4,Tiptronic,4x4,4-May,Left wheel,Grey,6.0,Invalid or Empty value in 'Mileage'
45775515.0,5645.0,-,MAZDA,Demio,2016,Sedan,No,Petrol,1.3,542100 km,4,Manual,Front,4-May,Right-hand drive,,2.0,Invalid or Empty value in 'Color'
45489233.0,50178.0,-,LAND ROVER,,2012,Jeep,Yes,Petrol,2.0 Turbo,125000 km,4,Tiptronic,4x4,4-May,Left wheel,Red,8.0,Invalid or Empty value in 'Model'
45815361.0,14113.0,-,TOYOTA,Aqua,2005,Hatchback,No,Hybrid,1.5,425400 km,4,Variator,Front,4-May,Right-hand drive,White,6.0,Duplicate ID
45728405.0,,971,SSANGYONG,REXTON,2016,Jeep,Yes,Diesel,2.2,55510 km,4,,Front,4-May,Left wheel,White,4.0,Invalid or Empty value in 'Gear box type'
45767442.0,706.0,1399,MERCEDES-BENZ,E 350,2022,Sedan,Yes,Diesel,3.5,731700 km,6,Automatic,4x4,4-May,Left wheel,,12.0,Invalid or Empty value in 'Color'
45807507.0,10976.0,1185,FORD,Escape,2013,Jeep,Yes,Hybrid,2.5,548500 km,4,Automatic,Front,4-May,Left wheel,Grey,,Invalid or Empty value in 'Airbags'
44874475.0,23207.0,-,FORD,Fusion hybrid,1997,Sedan,No,Hybrid,2,212400 km,4,Variator,Front,4-May,Left wheel,,0.0,Invalid or Empty value in 'Color'
45750737.0,1960.0,1091,NISSAN,Rogue,2020,Jeep,Yes,Petrol,2.5,584400 km,4,Automatic,Front,4-May,Left wheel,Black,,Invalid or Empty value in 'Airbags'
40492861.0,10663.0,658,HONDA,Insight,2013,Hatchback,No,Hybrid,,451600 km,4,Automatic,Front,4-May,Left wheel,Grey,12.0,Invalid or Empty value in 'Engine volume'
45813314.0,17249.0,1058,LEXUS,RX 350,2012,Jeep,Yes,Petrol,3.5,0 km,6,Automatic,,4-May,Left wheel,Black,12.0,Invalid or Empty value in 'Drive wheels'
45815397.0,282.0,645,TOYOTA,Prius,2022,Hatchback,Yes,Hybrid,1.8,666914 km,4,Automatic,Front,4-May,Left wheel,Blue,12.0,Duplicate ID
45797469.0,18346.0,,HYUNDAI,Elantra,2007,Sedan,Yes,LPG,1.6,408500 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0,Invalid or Empty value in 'Levy'
45816568.0,941.0,584,HYUNDAI,Elantra,2022,Sedan,Yes,Petrol,1.8,720600 km,4,Automatic,Front,4-May,,Silver,12.0,Invalid or Empty value in 'Wheel'
45816373.0,48000.0,-,BMW,,2010,Coupe,Yes,Petrol,4,160000 km,8,Manual,Rear,2-Mar,Left wheel,Red,10.0,Invalid or Empty value in 'Model'
45803864.0,14897.0,836,HYUNDAI,Tucson,2006,Jeep,Yes,Diesel,,406700 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0,Invalid or Empty value in 'Engine volume'
45816121.0,20385.0,-,TOYOTA,Prius C,2006,Hatchback,Yes,LPG,1.5,294800 km,4,,Front,4-May,Left wheel,White,9.0,Invalid or Empty value in 'Gear box type'
45771286.0,6272.0,-,,Chariot,2017,Minivan,No,Petrol,2.4,631600 km,4,Tiptronic,Front,4-May,Right-hand drive,White,4.0,Invalid or Empty value in 'Manufacturer'
45803849.0,65015.0,1077,HYUNDAI,Tucson,,Jeep,Yes,Petrol,2,6770 km,4,Automatic,Front,4-May,Left wheel,Grey,4.0,Invalid or Empty value in 'Prod. year'
45801743.0,23521.0,,TOYOTA,Corolla,2000,Sedan,No,Petrol,1.8,376000 km,4,Automatic,Front,4-May,Left wheel,Green,16.0,Invalid or Empty value in 'Levy'
45814982.0,470.0,,TOYOTA,Camry,2022,Sedan,Yes,Petrol,2.5,679800 km,4,Automatic,Front,4-May,Left wheel,Blue,12.0,Invalid or Empty value in 'Levy'
45683846.0,,-,FORD,Transit,2013,Goods wagon,No,Diesel,2.5 Turbo,663900 km,,Manual,Rear,4-May,Left wheel,White,0.0,Duplicate ID
45760164.0,31988.0,1935,LEXUS,GX 460,2016,Jeep,Yes,Petrol,4.6,,8,Automatic,4x4,4-May,Left wheel,White,0.0,Invalid or Empty value in 'Mileage'
45766539.0,188.0,333,SUBARU,,2014,Jeep,Yes,Hybrid,2,0 km,4,Automatic,4x4,4-May,Left wheel,Silver,0.0,Invalid or Empty value in 'Model'
45720276.0,15681.0,1055,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Petrol,3.5 Turbo,412400 km,6,Automatic,4x4,4-May,Left wheel,Black,0.0,Duplicate ID
45734895.0,20228.0,-,BMW,"118 2,0",2005,Hatchback,Yes,Diesel,2.0 Turbo,223700 km,4,Manual,Rear,4-May,Left wheel,Beige,10.0,Illegal characters in 'Model'
45803492.0,12231.0,765,HYUNDAI,Sonata,2009,Sedan,Yes,LPG,2,444300 km,4,,Front,4-May,Left wheel,Silver,4.0,Invalid or Empty value in 'Gear box type'
45749888.0,10976.0,-,OPEL,Astra,2012,Hatchback,No,Petrol,1.6,521400 km,4,Manual,Front,4-May,Left wheel,,12.0,Invalid or Empty value in 'Color'
45776053.0,18817.0,552,FORD,Focus,2006,Sedan,No,Petrol,1.0 Turbo,325400 km,,Automatic,Front,4-May,Left wheel,Black,8.0,Invalid or Empty value in 'Cylinders'
45792451.0,27755.0,764,KIA,Optima,2002,Sedan,Yes,Diesel,1.7,205500 km,,Automatic,Front,4-May,Left wheel,White,4.0,Invalid or Empty value in 'Cylinders'
45760415.0,8781.0,-,MITSUBISHI,Pajero,2011,Jeep,No,Diesel,,162278 km,4,Manual,4x4,2-Mar,Left wheel,Red,0.0,Invalid or Empty value in 'Engine volume'
45797276.0,15458.0,966,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2,363402 km,4,Automatic,Front,4-May,,Black,4.0,Invalid or Empty value in 'Wheel'
45733127.0,15060.0,765,HYUNDAI,,2012,Sedan,Yes,LPG,2,471600 km,4,Automatic,Front,4-May,Left wheel,Red,4.0,Invalid or Empty value in 'Model'
45748995.0,16308.0,-,BMW,X5,2011,Jeep,Yes,CNG,3,481800 km,6,,4x4,4-May,Left wheel,Silver,8.0,Invalid or Empty value in 'Gear box type'
45787284.0,5000.0,-,OPEL,Omega,1997,Universal,No,LPG,2,0 km,4,,Rear,4-May,Left wheel,Golden,2.0,Invalid or Empty value in 'Gear box type'
45590004.0,12231.0,-,HONDA,FIT,2011,Hatchback,No,,1.3,507400 km,4,Automatic,Front,4-May,Right-hand drive,Blue,2.0,Invalid or Empty value in 'Fuel type'
45815389.0,1411.0,1172,LEXUS,RX 350,2022,Jeep,Yes,Petrol,3.5,615600 km,6,Automatic,4x4,4-May,Left wheel,Red,12.0,Duplicate ID
45781861.0,15367.0,640,VOLKSWAGEN,Passat,2008,Sedan,Yes,Diesel,2.0 Turbo,463100 km,4,Tiptronic,Front,,Left wheel,White,16.0,Invalid or Empty value in 'Doors'
45695948.0,29479.0,-,MERCEDES-BENZ,C 250,1997,Sedan,Yes,Petrol,1.8,114300 km,4,Tiptronic,Rear,4-May,Left wheel,Black,,Invalid or Empty value in 'Airbags'
45811593.0,2274.0,1360,,GL 450,2019,Jeep,Yes,Petrol,4.6,636200 km,8,Automatic,4x4,4-May,Left wheel,Black,12.0,Invalid or Empty value in 'Manufacturer'
45740855.0,26343.0,-,TOYOTA,Camry,1999,Sedan,Yes,Petrol,2.5,210600 km,4,,Front,4-May,Left wheel,Black,12.0,Invalid or Empty value in 'Gear box type'
45758118.0,15681.0,1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,,8,Automatic,4x4,4-May,Left wheel,Silver,0.0,Invalid or Empty value in 'Mileage'
45728455.0,57990.0,765,SSANGYONG,REXTON,2015,Jeep,Yes,Diesel,2,38051 km,4,,Front,4-May,Left wheel,Black,4.0,Invalid or Empty value in 'Gear box type'
45647856.0,1098.0,394,TOYOTA,Camry,2022,Sedan,Yes,Hybrid,2.5,718177 km,4,Automatic,,4-May,Left wheel,Black,12.0,Invalid or Empty value in 'Drive wheels'
45646899.0,392.0,1018,BMW,X5,2022,Jeep,,Diesel,3,757800 km,6,Automatic,4x4,4-May,Left wheel,Brown,0.0,Invalid or Empty value in 'Leather interior'
45647766.0,392.0,,TOYOTA,Camry,2022,Sedan,Yes,Hybrid,2.5,732900 km,4,Automatic,Front,4-May,Left wheel,Grey,12.0,Invalid or Empty value in 'Levy'
45770249.0,470.0,531,NISSAN,Juke,2022,Jeep,Yes,,1.6,675900 km,4,Automatic,4x4,4-May,Left wheel,White,0.0,Invalid or Empty value in 'Fuel type'
45805728.0,7840.0,-,VAZ,2121 (Niva),2014,Jeep,Yes,Petrol,1.7,114229 km,4,Manual,4x4,4-May,Left wheel,Black,6.0,Illegal characters in 'Model'
